matchId,matchDate,ouid,nickname,seasonId,matchResult,matchEndType,systemPause,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,offsideCount,averageRating,controller,shootTotal,effectiveShootTotal,shootOutScore,goalTotal,goalTotalDisplay,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
670fe3877bb5c5a6bca1810b,2024-10-16T16:12:23,9efc93e15198a3d72ab57a7a1ea4e11b,ReviveINHO,202410,패,0,0.0,1.0,0.0,0.0,0.0,75.0,2.0,48.0,0.0,3.63333,gamepad,4.0,2.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,111.0,99.0,76.0,70.0,3.0,2.0,0.0,0.0,7.0,5.0,25.0,22.0,0.0,0.0,6.0,0.0,8.0,5.0
670f368935b8bf7a74e12669,2024-10-16T03:52:13,f8f8197d263f14f08285cd3034838f2f,동진상회,202410,패,2,1.0,1.0,0.0,0.0,0.0,48.0,1.0,47.0,0.0,3.20556,gamepad,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,81.0,72.0,52.0,50.0,3.0,2.0,1.0,0.0,9.0,7.0,16.0,13.0,0.0,0.0,6.0,0.0,13.0,5.0
670f368935b8bf7a74e12669,2024-10-16T03:52:13,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,1,1.0,0.0,0.0,0.0,0.0,68.0,0.0,53.0,1.0,4.63889,gamepad,4.0,4.0,0.0,4.0,3,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,84.0,82.0,61.0,60.0,3.0,3.0,0.0,0.0,5.0,5.0,14.0,14.0,0.0,0.0,5.0,1.0,10.0,6.0
670f34987b4259b9407ea9bc,2024-10-16T03:43:09,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,1,0.0,0.0,0.0,0.0,0.0,38.0,2.0,47.0,0.0,4.56667,gamepad,6.0,6.0,0.0,4.0,3,0.0,1.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,60.0,55.0,39.0,37.0,7.0,5.0,1.0,1.0,2.0,2.0,10.0,10.0,0.0,0.0,9.0,0.0,10.0,4.0
670f34987b4259b9407ea9bc,2024-10-16T03:43:09,58349232fb9af467074283cee7dc124b,리바이브제리,202410,패,2,1.0,0.0,0.0,0.0,0.0,50.0,0.0,53.0,2.0,3.31667,gamepad,4.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,58.0,53.0,42.0,41.0,3.0,1.0,0.0,0.0,5.0,5.0,7.0,6.0,0.0,0.0,4.0,0.0,9.0,4.0
670f317fee6c326259418340,2024-10-16T03:33:22,ac8ea70e1a1ceb90a2c2f8914b45d915,런명보라볼피아나,202410,패,0,0.0,0.0,1.0,0.0,0.0,82.0,0.0,52.0,0.0,3.84444,gamepad,4.0,2.0,0.0,2.0,2,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,124.0,111.0,88.0,84.0,4.0,1.0,0.0,0.0,8.0,7.0,23.0,19.0,0.0,0.0,10.0,0.0,19.0,12.0
670f317fee6c326259418340,2024-10-16T03:33:22,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,1.0,0.0,0.0,0.0,0.0,70.0,1.0,48.0,1.0,4.46667,gamepad,7.0,6.0,0.0,4.0,4,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,97.0,87.0,62.0,57.0,9.0,7.0,1.0,1.0,6.0,4.0,18.0,17.0,1.0,1.0,8.0,0.0,14.0,11.0
670f2ee1c06d9083b7d5d0ec,2024-10-16T03:22:11,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,0.0,0.0,0.0,0.0,65.0,3.0,50.0,1.0,4.36667,gamepad,10.0,8.0,0.0,4.0,4,0.0,4.0,2.0,0.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,94.0,85.0,48.0,46.0,15.0,10.0,0.0,0.0,11.0,10.0,20.0,19.0,0.0,0.0,11.0,4.0,9.0,3.0
670f2ee1c06d9083b7d5d0ec,2024-10-16T03:22:11,ca1b53fd092f14a7c9725b0e80669c4d,유튜브NV창희구독,202410,패,0,0.0,0.0,0.0,0.0,0.0,81.0,3.0,50.0,0.0,3.92778,gamepad,9.0,7.0,0.0,3.0,3,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,127.0,113.0,80.0,74.0,7.0,2.0,0.0,0.0,5.0,5.0,34.0,32.0,0.0,0.0,11.0,1.0,3.0,0.0
670d0693dce3d630fa5513d3,2024-10-14T12:05:44,6bab5c402e80fbd11d02e51928351201,청소,202410,패,0,0.0,1.0,0.0,0.0,0.0,86.0,2.0,49.0,1.0,3.62778,gamepad,6.0,4.0,0.0,2.0,2,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,115.0,100.0,82.0,80.0,5.0,2.0,0.0,0.0,3.0,3.0,22.0,15.0,0.0,0.0,9.0,0.0,16.0,12.0
